"","Location","Measure (Tonnes)","Year","Value","Flag.Codes"
"2307","PHL","USD",2006,1155467176,""
"2308","PHL","USD",2007,1371049099,""
"2309","PHL","USD",2008,1867180601,""
"2310","PHL","USD",2009,1686860509,""
"2311","PHL","USD",2010,1818789631,""
"2312","PHL","USD",2011,1985615734,""
"2313","PHL","USD",2012,2185620278,""
"2314","PHL","USD",2013,2208289203,""
"2315","PHL","USD",2014,2135580160,""
"2316","PHL","USD",2015,2051618489,""
"2317","PHL","USD",2016,1919121616,""
"2318","PHL","USD",2017,1998499511,""
"2319","PHL","USD",2018,2094538137,""
"2320","PHL","USD",2019,2274835204,""
"2321","PHL","USD",2020,2304344597,""
"2322","PHL","USD",2021,2747952135,""
"2323","RUS","TONNE",1995,68578,""
"2324","RUS","TONNE",1996,53309,""
"2325","RUS","TONNE",1997,59766,""
"2326","RUS","TONNE",1998,66230,""
"2327","RUS","TONNE",1999,71615,""
"2328","RUS","TONNE",2000,77132,""
"2329","RUS","TONNE",2001,90449,""
"2330","RUS","TONNE",2002,101483,""
"2331","RUS","TONNE",2003,108751,""
"2332","RUS","TONNE",2004,110018,""
"2333","RUS","TONNE",2005,114997,""
"2334","RUS","TONNE",2006,106343,""
"2335","RUS","TONNE",2007,105803,""
"2336","RUS","TONNE",2008,115680,""
"2337","RUS","TONNE",2009,117310,""
"2338","RUS","TONNE",2010,120998,""
"2339","RUS","TONNE",2011,129651,""
"2340","RUS","TONNE",2012,146455,""
"2341","RUS","TONNE",2013,155540,""
"2342","RUS","TONNE",2014,163600,""
"2343","RUS","TONNE",2015,154050,""
"2344","RUS","TONNE",2016,173981,""
"2345","RUS","TONNE",2017,186544,""
"2346","RUS","TONNE",2018,204032,""
"2347","RUS","TONNE",2019,248293,""
"2348","RUS","TONNE",2020,291194,""
"2349","RUS","TONNE",2021,319342,""
"2350","RUS","USD",1995,165401000,""
"2351","RUS","USD",1996,142183500,""
"2352","RUS","USD",1997,161883000,""
"2353","RUS","USD",1998,174284700,""
"2354","RUS","USD",1999,186922100,""
"2355","RUS","USD",2000,204779000,""
"2356","RUS","USD",2001,235905700,""
"2357","RUS","USD",2002,267549400,""
"2358","RUS","USD",2003,289035700,""
"2359","RUS","USD",2004,301989000,""
"2360","RUS","USD",2005,321644000,""
"2361","RUS","USD",2006,311640600,""
"2362","RUS","USD",2007,326117500,""
"2363","RUS","USD",2008,364590100,""
"2364","RUS","USD",2009,375071700,"E"
"2365","RUS","USD",2010,397524900,"E"
"2366","RUS","USD",2011,436034200,"E"
"2367","RUS","USD",2012,490328400,"E"
"2368","RUS","USD",2013,548962200,"E"
"2369","RUS","USD",2014,571025800,"E"
"2370","RUS","USD",2015,534836200,"E"
"2371","RUS","USD",2016,597260200,"E"
"2372","RUS","USD",2017,634297200,"E"
"2373","RUS","USD",2018,792203200,"E"
"2374","RUS","USD",2019,971906400,"E"
"2375","RUS","USD",2020,1321628832,"E"
"2376","RUS","USD",2021,1489289148,"E"
"2377","SVN","TONNE",1995,789,""
"2378","SVN","TONNE",1996,869,""
"2379","SVN","TONNE",1997,917,""
"2380","SVN","TONNE",1998,909,""
"2381","SVN","TONNE",1999,1206,""
"2382","SVN","TONNE",2000,1181,""
"2383","SVN","TONNE",2001,1262,""
"2384","SVN","TONNE",2002,1289,""
"2385","SVN","TONNE",2003,1353,""
"2386","SVN","TONNE",2004,1571,""
"2387","SVN","TONNE",2005,1346,""
"2388","SVN","TONNE",2006,1369,""
"2389","SVN","TONNE",2007,1352,""
"2390","SVN","TONNE",2008,1315,""
"2391","SVN","TONNE",2009,1306.6,""
"2392","SVN","TONNE",2010,778.4,""
"2393","SVN","TONNE",2011,1396.6,""
"2394","SVN","TONNE",2012,1154.3,""
"2395","SVN","TONNE",2013,1225.7,""
"2396","SVN","TONNE",2014,1396.3,""
"2397","SVN","TONNE",2015,1617.2,""
"2398","SVN","TONNE",2016,1858.7,""
"2399","SVN","TONNE",2017,1750.1,""
"2400","SVN","TONNE",2018,1943.5,""
"2401","SVN","TONNE",2019,2143.9,""
"2402","SVN","TONNE",2020,1672.6,""
"2403","SVN","TONNE",2021,1685.9,""
"2404","SVN","USD",1995,3190380,""
"2405","SVN","USD",1996,3701999,""
"2406","SVN","USD",1997,3539152,""
"2407","SVN","USD",1998,3678831,""
"2408","SVN","USD",1999,4333219,""
"2409","SVN","USD",2000,3617045,""
"2410","SVN","USD",2001,3514824,""
"2411","SVN","USD",2002,3535853,""
"2412","SVN","USD",2003,3939270,""
"2413","SVN","USD",2004,5096211,""
"2414","SVN","USD",2005,3555033,""
"2415","SVN","USD",2006,4206114,""
"2416","SVN","USD",2007,4056526,""
"2417","SVN","USD",2008,5122052,""
"2418","SVN","USD",2009,4292206,""
"2419","SVN","USD",2010,2873718,""
"2420","SVN","USD",2011,4688329,""
"2421","SVN","USD",2012,3987956,""
"2422","SVN","USD",2013,4777279,""
"2423","SVN","USD",2014,4825275,""
"2424","SVN","USD",2015,4850109,""
"2425","SVN","USD",2016,5716789,""
"2426","SVN","USD",2017,5321631,""
"2427","SVN","USD",2018,7536484,""
"2428","SVN","USD",2019,7246308,""
"2429","SVN","USD",2020,6532242,""
"2430","SVN","USD",2021,7180724,""
"2431","BRA","TONNE",1995,46202,""
"2432","BRA","TONNE",1996,77690,"E"
"2433","BRA","TONNE",1997,87676,""
"2434","BRA","TONNE",1998,103915,""
"2435","BRA","TONNE",1999,140657,""
"2436","BRA","TONNE",2000,172450,""
"2437","BRA","TONNE",2001,205568,""
"2438","BRA","TONNE",2002,247678,""
"2439","BRA","TONNE",2003,273268,""
"2440","BRA","TONNE",2004,269699,""
"2441","BRA","TONNE",2005,257784,""
"2442","BRA","TONNE",2006,271697,""
"2443","BRA","TONNE",2007,289048,""
"2444","BRA","TONNE",2008,331553,""
"2445","BRA","TONNE",2009,365127,""
"2446","BRA","TONNE",2010,411777,""
"2447","BRA","TONNE",2011,436084,""
"2448","BRA","TONNE",2012,480880,""
"2449","BRA","TONNE",2013,477634.465,""
"2450","BRA","TONNE",2014,564221.573,""
"2451","BRA","TONNE",2015,578372.925,""
"2452","BRA","TONNE",2016,542982.013,""
"2453","BRA","TONNE",2017,565196.448,""
"2454","BRA","TONNE",2018,581637.705,""
"2455","BRA","TONNE",2019,600600.09,""
"2456","BRA","TONNE",2020,630500.2,""
"2457","BRA","TONNE",2021,650356.308,""
"2458","BRA","USD",1995,76324800,""
"2459","BRA","USD",1996,125640100,"E"
"2460","BRA","USD",1997,137988400,""
"2461","BRA","USD",1998,163429400,""
"2462","BRA","USD",1999,216699100,""
"2463","BRA","USD",2000,271294000,""
"2464","BRA","USD",2001,324881100,""
"2465","BRA","USD",2002,419700400,""
"2466","BRA","USD",2003,478294200,""
"2467","BRA","USD",2004,470332500,""
"2468","BRA","USD",2005,444619800,""
"2469","BRA","USD",2006,468848070,""
"2470","BRA","USD",2007,594824878,""
"2471","BRA","USD",2008,850878598,"E"
"2472","BRA","USD",2009,1012644682,"E"
"2473","BRA","USD",2010,1307578878,"E"
"2474","BRA","USD",2011,1543337054,"E"
"2475","BRA","USD",2012,1451745571,"E"
"2476","BRA","USD",2013,1328749143,""
"2477","BRA","USD",2014,1544965702,""
"2478","BRA","USD",2015,1228320228,""
"2479","BRA","USD",2016,1132408374,""
"2480","BRA","USD",2017,1299139483,""
"2481","BRA","USD",2018,1230800334,""
"2482","BRA","USD",2019,1197062412,""
"2483","BRA","USD",2020,1056246610,""
"2484","BRA","USD",2021,1173856250,""
"2485","IND","TONNE",1995,1658807,""
"2486","IND","TONNE",1996,1758739,""
"2487","IND","TONNE",1997,1864322,""
"2488","IND","TONNE",1998,1908485,""
"2489","IND","TONNE",1999,2134814,""
"2490","IND","TONNE",2000,1942531,""
"2491","IND","TONNE",2001,2120634,""
"2492","IND","TONNE",2002,2189445,""
"2493","IND","TONNE",2003,2316947,""
"2494","IND","TONNE",2004,2804362,""
"2495","IND","TONNE",2005,2973126,""
"2496","IND","TONNE",2006,3182817,""
"2497","IND","TONNE",2007,3114762,""
"2498","IND","TONNE",2008,3855763,"E"
"2499","IND","TONNE",2009,3798842,"E"
"2500","IND","TONNE",2010,3790021,"E"
"2501","IND","TONNE",2011,3677584,"E"
"2502","IND","TONNE",2012,4213980,"E"
"2503","IND","TONNE",2013,4492502,"E"
"2504","IND","TONNE",2014,4884002,"E"
"2505","IND","TONNE",2015,5344002,"E"
"2506","IND","TONNE",2016,5701902,"E"
"2507","IND","TONNE",2017,6212869,"E"
"2508","IND","TONNE",2018,7247902,"E"
"2509","IND","TONNE",2019,7933000,"E"
"2510","IND","TONNE",2020,8641286,""
"2511","IND","TONNE",2021,9408300,"E"
"2512","IND","USD",1995,1946454067,""
"2513","IND","USD",1996,1872484231,""
"2514","IND","USD",1997,2132566197,""
"2515","IND","USD",1998,2253727007,""
"2516","IND","USD",1999,2509805900,""
"2517","IND","USD",2000,2511933450,""
"2518","IND","USD",2001,2393411034,""
"2519","IND","USD",2002,2576138847,""
"2520","IND","USD",2003,2591162542,""
"2521","IND","USD",2004,3788357472,""
"2522","IND","USD",2005,3763279046,""
"2523","IND","USD",2006,4183946442,""
"2524","IND","USD",2007,4983651152,""
"2525","IND","USD",2008,6075708399,"E"
"2526","IND","USD",2009,5492947696,"E"
"2527","IND","USD",2010,7072876829,"E"
"2528","IND","USD",2011,7582398391,"E"
"2529","IND","USD",2012,8857516963,"E"
"2530","IND","USD",2013,10025199410,"E"
"2531","IND","USD",2014,10623316906,"E"
"2532","IND","USD",2015,10495638440,"E"
"2533","IND","USD",2016,10537919626,"E"
"2534","IND","USD",2017,12491003353,"E"
"2535","IND","USD",2018,13616679373,"E"
"2536","IND","USD",2019,14694075655,"E"
"2537","IND","USD",2020,15564002444,""
"2538","IND","USD",2021,17262062321,"E"
"2539","MYS","TONNE",1995,132745,""
"2540","MYS","TONNE",1996,109063,""
"2541","MYS","TONNE",1997,107984,""
"2542","MYS","TONNE",1998,133635,""
"2543","MYS","TONNE",1999,166974,""
"2544","MYS","TONNE",2000,167898,""
"2545","MYS","TONNE",2001,177021,""
"2546","MYS","TONNE",2002,183990,""
"2547","MYS","TONNE",2003,192160,""
"2548","MYS","TONNE",2004,202218,""
"2549","MYS","TONNE",2005,215834,""
"2550","MYS","TONNE",2006,228317,""
"2551","MYS","TONNE",2007,268508,""
"2552","MYS","TONNE",2008,354579,""
"2553","MYS","TONNE",2009,472502.3,""
"2554","MYS","TONNE",2010,581242.92,""
"2555","MYS","TONNE",2011,526692.5,""
"2556","MYS","TONNE",2012,634875.9,""
"2557","MYS","TONNE",2013,530701.795,""
"2558","MYS","TONNE",2014,521014.466,""
"2559","MYS","TONNE",2015,506965.2,""
"2560","MYS","TONNE",2016,407887.091,""
"2561","MYS","TONNE",2017,427515.53,""
"2562","MYS","TONNE",2018,391977.48,""
"2563","MYS","TONNE",2019,412281.035,""
"2564","MYS","TONNE",2020,400016.99,""
"2565","MYS","TONNE",2021,416978.41,""
"2566","MYS","USD",1995,156721708,""
"2567","MYS","USD",1996,183703377,""
"2568","MYS","USD",1997,220841719,""
"2569","MYS","USD",1998,190141943,""
"2570","MYS","USD",1999,231397348,""
"2571","MYS","USD",2000,255974347,""
"2572","MYS","USD",2001,320042532,""
"2573","MYS","USD",2002,283019475,""
"2574","MYS","USD",2003,302652578,""
"2575","MYS","USD",2004,328356710,""
"2576","MYS","USD",2005,340750036,""
"2577","MYS","USD",2006,342162452,""
"2578","MYS","USD",2007,373686115,""
"2579","MYS","USD",2008,571613804,""
"2580","MYS","USD",2009,684556203,""
"2581","MYS","USD",2010,855724197,""
"2582","MYS","USD",2011,779561413,""
"2583","MYS","USD",2012,886757063,""
"2584","MYS","USD",2013,708051668,""
"2585","MYS","USD",2014,1023095114,""
"2586","MYS","USD",2015,845336359,""
"2587","MYS","USD",2016,696747866,""
"2588","MYS","USD",2017,760110180,""
"2589","MYS","USD",2018,816177874,""
"2590","MYS","USD",2019,862092459,""
"2591","MYS","USD",2020,800668833,""
"2592","MYS","USD",2021,827575672,""
"2593","VNM","TONNE",1995,389069,"E"
"2594","VNM","TONNE",1996,308288,""
"2595","VNM","TONNE",1997,332378,""
"2596","VNM","TONNE",1998,353920,""
"2597","VNM","TONNE",1999,413468,""
"2598","VNM","TONNE",2000,513517,""
"2599","VNM","TONNE",2001,603098,"E"
"2600","VNM","TONNE",2002,718041,"E"
"2601","VNM","TONNE",2003,952502,"E"
"2602","VNM","TONNE",2004,1213617,""
"2603","VNM","TONNE",2005,1452300,"E"
"2604","VNM","TONNE",2006,1672727,"E"
"2605","VNM","TONNE",2007,2100400,"E"
"2606","VNM","TONNE",2008,2477450,"E"
"2607","VNM","TONNE",2009,2571080,""
"2608","VNM","TONNE",2010,2701317,""
"2609","VNM","TONNE",2011,2860990,""
"2610","VNM","TONNE",2012,3104501,""
"2611","VNM","TONNE",2013,3221095,""
"2612","VNM","TONNE",2014,3355234,""
"2613","VNM","TONNE",2015,3475449.61,""
"2614","VNM","TONNE",2016,3581579.03,""
"2615","VNM","TONNE",2017,3831777.53,""
"2616","VNM","TONNE",2018,4162822.5,""
"2617","VNM","TONNE",2019,4500719,""
"2618","VNM","TONNE",2020,4681434.95,""
"2619","VNM","TONNE",2021,4749273.83,""
"2620","VNM","USD",1995,904058250,"E"
"2621","VNM","USD",1996,648071200,""
"2622","VNM","USD",1997,681416200,""
"2623","VNM","USD",1998,720017000,"E"
"2624","VNM","USD",1999,739608800,"E"
"2625","VNM","USD",2000,993859500,"E"
"2626","VNM","USD",2001,1348258850,"E"
"2627","VNM","USD",2002,1601903325,"E"
"2628","VNM","USD",2003,1970749000,"E"
"2629","VNM","USD",2004,2445970625,"E"
"2630","VNM","USD",2005,2933014750,"E"
"2631","VNM","USD",2006,3318579780,"E"
"2632","VNM","USD",2007,4030471510,"E"
"2633","VNM","USD",2008,4608572650,"E"
"2634","VNM","USD",2009,4805522400,"E"
"2635","VNM","USD",2010,5982617567,"E"
"2636","VNM","USD",2011,6129872001,"E"
"2637","VNM","USD",2012,6354840923,"E"
"2638","VNM","USD",2013,6791377842,"E"
"2639","VNM","USD",2014,7903733359,"E"
"2640","VNM","USD",2015,8888361240,"E"
"2641","VNM","USD",2016,9141689797,"E"
"2642","VNM","USD",2017,9725084884,"E"
"2643","VNM","USD",2018,11170733620,""
"2644","VNM","USD",2019,13434329245,"E"
"2645","VNM","USD",2020,12681155944,""
"2646","VNM","USD",2021,13260843145,""
"2647","BGD","TONNE",1995,317073,""
"2648","BGD","TONNE",1996,379087,""
"2649","BGD","TONNE",1997,485864,""
"2650","BGD","TONNE",1998,574812,""
"2651","BGD","TONNE",1999,593202,""
"2652","BGD","TONNE",2000,657120,""
"2653","BGD","TONNE",2001,712640,""
"2654","BGD","TONNE",2002,786604,""
"2655","BGD","TONNE",2003,856956,""
"2656","BGD","TONNE",2004,914752,""
"2657","BGD","TONNE",2005,882091,""
"2658","BGD","TONNE",2006,892049,""
"2659","BGD","TONNE",2007,945812,""
"2660","BGD","TONNE",2008,1005542,""
"2661","BGD","TONNE",2009,1064285,""
"2662","BGD","TONNE",2010,1308515,""
"2663","BGD","TONNE",2011,1523759,""
"2664","BGD","TONNE",2012,1726066,""
"2665","BGD","TONNE",2013,1859808,""
"2666","BGD","TONNE",2014,1956925,""
"2667","BGD","TONNE",2015,2060408,""
"2668","BGD","TONNE",2016,2203554,""
"2669","BGD","TONNE",2017,2333352,""
"2670","BGD","TONNE",2018,2405416,""
"2671","BGD","TONNE",2019,2488600,""
"2672","BGD","TONNE",2020,2583866,""
"2673","BGD","TONNE",2021,2638745,""
"2674","BGD","USD",1995,615260975,""
"2675","BGD","USD",1996,776235696,""
"2676","BGD","USD",1997,969533398,""
"2677","BGD","USD",1998,1061060007,""
"2678","BGD","USD",1999,977234534,""
"2679","BGD","USD",2000,1039101826,""
"2680","BGD","USD",2001,1065283761,""
"2681","BGD","USD",2002,1133067344,""
"2682","BGD","USD",2003,1243121142,""
"2683","BGD","USD",2004,1363180308,""
"2684","BGD","USD",2005,1246478669,""
"2685","BGD","USD",2006,1359103599,""
"2686","BGD","USD",2007,1522552101,""
"2687","BGD","USD",2008,1766182039,""
"2688","BGD","USD",2009,2351316314,""
"2689","BGD","USD",2010,2839905405,""
"2690","BGD","USD",2011,3374366244,""
"2691","BGD","USD",2012,3911199548,""
"2692","BGD","USD",2013,4413753372,""
"2693","BGD","USD",2014,4844763874,""
"2694","BGD","USD",2015,5139525843,""
"2695","BGD","USD",2016,5609666264,""
"2696","BGD","USD",2017,5888531979,""
"2697","BGD","USD",2018,5876726322,""
"2698","BGD","USD",2019,6031289075,""
"2699","BGD","USD",2020,6303282150,""
"2700","BGD","USD",2021,6552429972,""
"2701","BGR","TONNE",1995,4615,"E"
"2702","BGR","TONNE",1996,4727,"E"
"2703","BGR","TONNE",1997,5437,""
"2704","BGR","TONNE",1998,4252,""
"2705","BGR","TONNE",1999,7780,""
"2706","BGR","TONNE",2000,3654,""
"2707","BGR","TONNE",2001,2938,""
"2708","BGR","TONNE",2002,2308,""
"2709","BGR","TONNE",2003,4465,""
"2710","BGR","TONNE",2004,2489,""
"2711","BGR","TONNE",2005,3145,""
"2712","BGR","TONNE",2006,3257,""
"2713","BGR","TONNE",2007,4032,""
"2714","BGR","TONNE",2008,5157,""
"2715","BGR","TONNE",2009,6722.538,""
"2716","BGR","TONNE",2010,7920.617,""
"2717","BGR","TONNE",2011,5527.175,""
"2718","BGR","TONNE",2012,5975.06,""
"2719","BGR","TONNE",2013,12151.65,""
"2720","BGR","TONNE",2014,11171.795,""
"2721","BGR","TONNE",2015,13536.549,""
"2722","BGR","TONNE",2016,15762.159,""
"2723","BGR","TONNE",2017,15752.154,""
"2724","BGR","TONNE",2018,16341.825,""
"2725","BGR","TONNE",2019,16513.62,""
"2726","BGR","TONNE",2020,15051.813,""
"2727","BGR","TONNE",2021,15173.62,""
"2728","BGR","USD",1995,12374000,"E"
"2729","BGR","USD",1996,13146900,"E"
"2730","BGR","USD",1997,14857900,""
"2731","BGR","USD",1998,11066050,""
"2732","BGR","USD",1999,17025400,""
"2733","BGR","USD",2000,7335400,""
"2734","BGR","USD",2001,7866500,""
"2735","BGR","USD",2002,5388800,""
"2736","BGR","USD",2003,8023300,""
"2737","BGR","USD",2004,6580600,""
"2738","BGR","USD",2005,9552180,""
"2739","BGR","USD",2006,10198164,""
"2740","BGR","USD",2007,18246692,""
"2741","BGR","USD",2008,19451496,""
"2742","BGR","USD",2009,23617075,""
"2743","BGR","USD",2010,26406628,""
"2744","BGR","USD",2011,18875291,""
"2745","BGR","USD",2012,19508976,""
"2746","BGR","USD",2013,34653370,""
"2747","BGR","USD",2014,33787134,""
"2748","BGR","USD",2015,32416991,""
"2749","BGR","USD",2016,36176353,""
"2750","BGR","USD",2017,37060254,""
"2751","BGR","USD",2018,46940479,""
"2752","BGR","USD",2019,45119585,""
"2753","BGR","USD",2020,47256814,""
"2754","BGR","USD",2021,50533690,""
"2755","HRV","TONNE",1995,4007,""
"2756","HRV","TONNE",1996,2889,""
"2757","HRV","TONNE",1997,3510,""
"2758","HRV","TONNE",1998,5989,""
"2759","HRV","TONNE",1999,6313,""
"2760","HRV","TONNE",2000,6876,""
"2761","HRV","TONNE",2001,10468,""
"2762","HRV","TONNE",2002,9095,""
"2763","HRV","TONNE",2003,9505,""
"2764","HRV","TONNE",2004,12834,""
"2765","HRV","TONNE",2005,13842,""
"2766","HRV","TONNE",2006,18847,""
"2767","HRV","TONNE",2007,16135,""
"2768","HRV","TONNE",2008,15729,""
"2769","HRV","TONNE",2009,16328.55,""
"2770","HRV","TONNE",2010,15678.51,""
"2771","HRV","TONNE",2011,14604,""
"2772","HRV","TONNE",2012,11222.101,""
"2773","HRV","TONNE",2013,13720.21,""
"2774","HRV","TONNE",2014,13767.995,""
"2775","HRV","TONNE",2015,16874.856,""
"2776","HRV","TONNE",2016,17269.035,""
"2777","HRV","TONNE",2017,17114.409,""
"2778","HRV","TONNE",2018,19680.308,""
"2779","HRV","TONNE",2019,20442.966,""
"2780","HRV","TONNE",2020,21718.27,""
"2781","HRV","TONNE",2021,26830.7,""
"2782","HRV","USD",1995,12472100,""
"2783","HRV","USD",1996,8963200,""
"2784","HRV","USD",1997,11302900,""
"2785","HRV","USD",1998,23285400,""
"2786","HRV","USD",1999,24161100,""
"2787","HRV","USD",2000,28103300,""
"2788","HRV","USD",2001,35012700,""
"2789","HRV","USD",2002,36526750,""
"2790","HRV","USD",2003,34078500,""
"2791","HRV","USD",2004,61688950,""
"2792","HRV","USD",2005,61778300,""
"2793","HRV","USD",2006,93347600,""
"2794","HRV","USD",2007,74510000,""
"2795","HRV","USD",2008,73364250,"E"
"2796","HRV","USD",2009,116852485,""
"2797","HRV","USD",2010,96725368,""
"2798","HRV","USD",2011,99672336,""
"2799","HRV","USD",2012,82150561,""
"2800","HRV","USD",2013,104888589,""
"2801","HRV","USD",2014,102821689,""
"2802","HRV","USD",2015,113972096,""
"2803","HRV","USD",2016,120169807,""
"2804","HRV","USD",2017,113778976,""
"2805","HRV","USD",2018,141747058,""
"2806","HRV","USD",2019,135700543,""
"2807","HRV","USD",2020,151337607,""
"2808","HRV","USD",2021,191885429,""
"2809","ROU","TONNE",1995,19830,"E"
"2810","ROU","TONNE",1996,13900,"E"
"2811","ROU","TONNE",1997,11168,""
"2812","ROU","TONNE",1998,9614,""
"2813","ROU","TONNE",1999,8998,""
"2814","ROU","TONNE",2000,9727,""
"2815","ROU","TONNE",2001,10818,""
"2816","ROU","TONNE",2002,9248,""
"2817","ROU","TONNE",2003,9042,""
"2818","ROU","TONNE",2004,8137,""
"2819","ROU","TONNE",2005,7284,""
"2820","ROU","TONNE",2006,8088,""
"2821","ROU","TONNE",2007,10312,""
"2822","ROU","TONNE",2008,12532,""
"2823","ROU","TONNE",2009,13131,""
"2824","ROU","TONNE",2010,8981.32,""
"2825","ROU","TONNE",2011,8353.27,""
"2826","ROU","TONNE",2012,10004,""
"2827","ROU","TONNE",2013,10146,""
"2828","ROU","TONNE",2014,10679.98,""
"2829","ROU","TONNE",2015,11041.748,""
"2830","ROU","TONNE",2016,12574.03,""
"2831","ROU","TONNE",2017,12798.2,""
"2832","ROU","TONNE",2018,12298.45,""
"2833","ROU","TONNE",2019,12847.787,""
"2834","ROU","TONNE",2020,12200,"E"
"2835","ROU","TONNE",2021,11714,""
"2836","ROU","USD",1995,47982000,"E"
"2837","ROU","USD",1996,35130000,"E"
"2838","ROU","USD",1997,16572200,""
"2839","ROU","USD",1998,15782700,""
"2840","ROU","USD",1999,16544100,""
"2841","ROU","USD",2000,15636850,""
"2842","ROU","USD",2001,17440850,""
"2843","ROU","USD",2002,16558560,""
"2844","ROU","USD",2003,16239720,""
"2845","ROU","USD",2004,14870580,""
"2846","ROU","USD",2005,16175940,""
"2847","ROU","USD",2006,11645280,""
"2848","ROU","USD",2007,22053863,""
"2849","ROU","USD",2008,26816130,""
"2850","ROU","USD",2009,23684617,""
"2851","ROU","USD",2010,26269170,""
"2852","ROU","USD",2011,22095284,""
"2853","ROU","USD",2012,23315449,""
"2854","ROU","USD",2013,27418641,""
"2855","ROU","USD",2014,25506760,""
"2856","ROU","USD",2015,24302816,""
"2857","ROU","USD",2016,30637343,""
"2858","ROU","USD",2017,37010770,""
"2859","ROU","USD",2018,36142151,""
"2860","ROU","USD",2019,35679586,""
"2861","ROU","USD",2020,44572733,"E"
"2862","ROU","USD",2021,43319218,""
